Distancia_RS,Distancia_metros,Fator_Dilatacao
1.01,4171.357408399999,0.09950371902099896
1.0179959919839678,4204.381309785971,0.13295811871835178
1.025991983967936,4237.405211171943,0.15916505783519747
1.0339879759519037,4270.429112557915,0.18130296515941197
1.0419839679358716,4303.453013943887,0.20072950904518064
1.0499799599198396,4336.4769153298585,0.21817623685604132
1.0579759519038077,4369.500816715831,0.23409171637746634
1.0659719438877755,4402.524718101803,0.24877501053269738
1.0739679358717436,4435.548619487775,0.26243762093029016
1.0819639278557114,4468.572520873747,0.2752358432358349
1.0899599198396794,4501.596422259719,0.2872891773629572
1.0979559118236473,4534.62032364569,0.2986915077088675
1.105951903807615,4567.644225031662,0.3095182506184226
1.1139478957915832,4600.668126417634,0.31983111795865
1.121943887775551,4633.692027803606,0.3296814032249945
1.129939879759519,4666.715929189579,0.3391123151929911
1.137935871743487,4699.7398305755505,0.34816067678381896
1.145931863727455,4732.763731961522,0.3568581886124457
1.1539278557114228,4765.787633347494,0.36523238652553597
1.1619238476953908,4798.811534733466,0.3733073793110518
1.1699198396793586,4831.835436119438,0.38110442543531786
1.1779158316633267,4864.85933750541,0.38864238987812516
1.1859118236472945,4897.883238891382,0.3959381102824921
1.1939078156312624,4930.907140277353,0.4030066935652716
1.2019038076152304,4963.931041663325,0.409861758534259
1.2098997995991982,4996.954943049297,0.41651563610317005
1.2178957915831663,5029.97884443527,0.4229795358596866
1.2258917835671344,5063.002745821242,0.4292636856781846
1.2338877755511022,5096.0266472072135,0.43537744954741286
1.24188376753507,5129.050548593185,0.4413294276481526
1.249879759519038,5162.074449979157,0.44712754185924664
1.257875751503006,5195.098351365129,0.45277910921724684
1.2658717434869737,5228.122252751101,0.4582909053521303
1.2738677354709418,5261.146154137073,0.46366921953099693
1.2818637274549098,5294.170055523045,0.46891990263576866
1.289859719438878,5327.193956909017,0.4740484091594299
1.2978557114228457,5360.217858294989,0.47905983411332437
1.3058517034068136,5393.241759680961,0.4839589455842496
1.3138476953907816,5426.265661066933,0.4887502135561693
1.3218436873747494,5459.289562452905,0.4934378355108622
1.3298396793587173,5492.3134638388765,0.49802575923985953
1.3378356713426853,5525.337365224848,0.502517703232806
1.3458316633266532,5558.36126661082,0.5069171749519523
1.353827655310621,5591.385167996792,0.5112274872565891
1.361823647294589,5624.409069382764,0.5154517732030065
1.3698196392785569,5657.432970768736,0.5195929994136241
1.3778156312625252,5690.456872154708,0.5236539781821011
1.385811623246493,5723.48077354068,0.527637378458626
1.3938076152304608,5756.504674926652,0.531545735840446
1.4018036072144289,5789.528576312624,0.5353814616764299
1.4097995991983967,5822.552477698596,0.5391468513806073
1.4177955911823645,5855.576379084568,0.5428440920377637
1.4257915831663326,5888.6002804705395,0.5464752693740013
1.4337875751503006,5921.624181856512,0.5500423741564132
1.4417835671342685,5954.648083242484,0.5535473080784595
1.4497795591182365,5987.671984628456,0.5569918891810842
1.4577755511022044,6020.695886014428,0.5603778568539219
1.4657715430861724,6053.7197874004,0.563706876456
1.4737675350701402,6086.743688786371,0.5669805435910112
1.481763527054108,6119.767590172343,0.5702003880684593
1.4897595190380761,6152.791491558315,0.5733678775786544
1.497755511022044,6185.815392944287,0.5764844211066245
1.5057515030060118,6218.839294330259,0.5795513721074386
1.5137474949899798,6251.863195716231,0.5825700314631639
1.5217434869739477,6284.8870971022025,0.5855416502396772
1.5297394789579155,6317.910998488174,0.5884674322597667
1.5377354709418836,6350.934899874146,0.5913485365073766
1.5457314629258516,6383.958801260119,0.5941860793764462
1.5537274549098194,6416.982702646091,0.5969811367765298
1.5617234468937875,6450.006604032063,0.5997347461062724
1.5697194388777553,6483.030505418034,0.6024479081048039
1.5777154308617234,6516.054406804006,0.6051215885902183
1.5857114228456914,6549.078308189979,0.6077567200935011
1.5937074148296593,6582.102209575951,0.6103542033955327
1.6017034068136273,6615.126110961923,0.6129149089741496
1.6096993987975952,6648.1500123478945,0.6154396783676508
1.617695390781563,6681.173913733866,0.6179293254606062
1.625691382765531,6714.197815119838,0.6203846376973406
1.6336873747494989,6747.22171650581,0.6228063772280304
1.6416833667334667,6780.245617891782,0.6251952819919548
1.6496793587174348,6813.269519277754,0.6275520667420834
1.6576753507014026,6846.293420663726,0.6298774240148554
