Distancia_RS,Distancia_metros,Fator_Dilatacao
1.01,2979541005.9999995,0.09950371902099896
1.208376753507014,3564760482.941883,0.4152632062503918
1.4067535070140282,4149979959.883767,0.537720569336032
1.6051302605210422,4735199436.825651,0.6140013052726747
1.803507014028056,5320418913.767534,0.6674764051073838
2.00188376753507,5905638390.709417,0.7074393957991401
2.2002605210420842,6490857867.651302,0.7385853814846371
2.3986372745490985,7076077344.593185,0.7636076313423364
2.5970140280561123,7661296821.5350685,0.7841826290418953
2.7953907815631265,8246516298.4769535,0.8014164104620757
2.9937675350701403,8831735775.418837,0.8160715219365173
3.192144288577154,9416955252.36072,0.8286923148791062
3.3905210420841687,10002174729.302605,0.839678558406929
3.5888977955911825,10587394206.244488,0.8493308663930542
3.7872745490981963,11172613683.18637,0.8578798751894385
3.985651302605211,11757833160.128256,0.8655056197833445
4.184028056112225,12343052637.070139,0.8723507703451059
4.3824048096192385,12928272114.012022,0.8785298977727399
4.580781563126253,13513491590.953907,0.8841360989424305
4.779158316633267,14098711067.89579,0.8892458236360044
4.977535070140281,14683930544.837673,0.8939224503273424
5.175911823647295,15269150021.779558,0.8982189749227705
5.374288577154309,15854369498.721441,0.9021800598643345
5.572665330661323,16439588975.663324,0.905843614908195
5.771042084168338,17024808452.60521,0.9092420302302826
5.969418837675351,17610027929.547092,0.9124031481516517
6.167795591182365,18195247406.488976,0.9153510360747282
6.366172344689379,18780466883.43086,0.9181066066185469
6.564549098196393,19365686360.37274,0.9206881191447723
6.7629258517034065,19950905837.314625,0.9231115883754254
6.961302605210421,20536125314.25651,0.9253911196176878
7.159679358717435,21121344791.198395,0.9275391855545323
7.358056112224449,21706564268.140278,0.929566856168325
7.5564328657314634,22291783745.08216,0.9314839908155859
7.754809619238477,22877003222.024044,0.9332993995380534
7.953186372745491,23462222698.965927,0.9350209792168047
8.151563126252507,24047442175.907814,0.9366558290364639
8.34993987975952,24632661652.849697,0.9382103488413337
8.548316633266534,25217881129.79158,0.9396903232728863
8.746693386773547,25803100606.733463,0.9411009940328504
8.945070140280562,26388320083.675346,0.9424471221841219
9.143446893787575,26973539560.61723,0.9437330420573512
9.34182364729459,27558759037.559116,0.9449627080549985
9.540200400801604,28143978514.501,0.946139735422132
9.738577154308619,28729197991.442883,0.9472674358729887
9.936953907815631,29314417468.384766,0.9483488488155616
10.135330661322646,29899636945.32665,0.9493867687964548
10.333707414829659,30484856422.26853,0.9503837696896346
10.532084168336674,31070075899.21042,0.9513422260713548
10.730460921843688,31655295376.1523,0.9522643321561297
10.928837675350701,32240514853.094185,0.9531521186125863
11.127214428857716,32825734330.036068,0.9540074675312301
11.325591182364729,33410953806.97795,0.9548321257769646
11.523967935871744,33996173283.919834,0.9556277169262511
11.722344689378758,34581392760.86172,0.9563957519609982
11.920721442885773,35166612237.803604,0.957137638867756
12.119098196392786,35751831714.74548,0.9578546912708253
12.3174749498998,36337051191.68737,0.958548136210902
12.515851703406813,36922270668.62925,0.9592191211663676
12.714228456913828,37507490145.57114,0.9598687204019243
12.912605210420843,38092709622.51302,0.9604979407186028
13.110981963927856,38677929099.4549,0.9611077266700142
13.30935871743487,39263148576.39679,0.9616989653017873
13.507735470941883,39848368053.33867,0.9622724904643035
13.706112224448898,40433587530.280556,0.9628290867429015
13.904488977955912,41018807007.22244,0.9633694930445766
14.102865731462925,41604026484.16432,0.9638944058757104
14.301242484969942,42189245961.10621,0.9644044823414545
14.499619238476953,42774465438.04809,0.9649003428939693
14.69799599198397,43359684914.989975,0.9653825738537237
14.89637274549098,43944904391.931854,0.9658517297254277
15.094749498997997,44530123868.87374,0.9663083353278586
15.293126252505012,45115343345.81563,0.966752887754805
15.491503006012024,45700562822.75751,0.9671858581825507
15.68987975951904,46285782299.699394,0.9676076935377352
15.888256513026052,46871001776.64127,0.9680188180380168
16.086633266533067,47456221253.58316,0.9684196346167163
16.285010020040083,48041440730.52505,0.9688105262415113
16.483386773547096,48626660207.46693,0.969191857136264
16.68176352705411,49211879684.40881,0.9695639739141845
16.880140280561122,49797099161.35069,0.9699272066297489
17.07851703406814,50382318638.29258,0.9702818697560899
17.27689378757515,50967538115.23446,0.9706282630939491
17.475270541082164,51552757592.176346,0.9709666726177187
17.67364729458918,52137977069.11823,0.9712973712635964
17.872024048096193,52723196546.06011,0.9716206196644221
18.070400801603206,53308416023.002,0.9719366668353604
18.26877755511022,53893635499.94388,0.9722457508142196
18.467154308617236,54478854976.885765,0.9725480992598772
18.66553106212425,55064074453.827644,0.9728439300119686
18.86390781563126,55649293930.76953,0.9731334516147403
19.062284569138278,56234513407.71142,0.9734168638077121
19.26066132264529,56819732884.6533,0.9736943579855787
19.459038076152307,57404952361.595184,0.973966117629578
19.657414829659317,57990171838.53706,0.9742323187123686
19.855791583166333,58575391315.47895,0.9744931300782986
